https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,La Difícil,Bad Bunny,YHLQMDLG,163084
https://open.spotify.com/track/3STTVKfJGTdhbg5aLppEzX,On The Floor,Jennifer Lopez - Pitbull,LOVE? (Deluxe Edition),284866
https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,Tusa,KAROL G - Nicki Minaj,Tusa,200960
https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,Con Altura,"ROSALÍA, J Balvin, El Guincho",Con Altura,161626
https://open.spotify.com/track/2JosC6dbfPW6NGNFPeBi7n,Taki Taki,DJ Snake - Selena Gomez -  Ozuna - Cardi B,Carte Blanche,212500
https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira - Maluma,El Dorado,195840
https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,Safaera,Bad Bunny - Jowell & Randy - Nengo Flow,YHLQMDLG,295176
https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,Nicky Jam - Daddy Yankee,Muévelo,194892
https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,Tutu,Camilo - Pedro Capó,Tutu,178613
https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,Morado,J Balvin,Morado,200666
https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,Sin Pijama,Becky G - Natti Natasha,Sin Pijama,188560
https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira - Wyclef Jean,"Oral Fixation, Vol. 2 (Expanded Edition)",218093
https://open.spotify.com/track/38RIEav39FGi86jppxO0du,Ignorantes,Bad Bunny - Sech,YHLQMDLG,210606
https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,Que Tire Pa Lante,210520
https://open.spotify.com/track/3mO4W4lB8wDrQ0UE3dz4gh,A Mover la Colita,Wilfrido Vargas,El Baile,223033
https://open.spotify.com/track/1sviDBcAqVOxMXq4xITVEs,Que Calor (feat. J Balvin & El Alfa),Major Lazer - J Balvin - El Alfa - Diplo,Que Calor (feat. J Balvin & El Alfa),169997
https://open.spotify.com/track/1XgpK29CGGjZnxPYkiRbh4,Hey DJ,CNCO - Yandel,CNCO,206920
https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,11:00 PM,Maluma,11:11,175733
https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,Mayores,Becky G - Bad Bunny,Mayores,202453
https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,Havana - Remix,Camila Cabello - Daddy Yankee,Havana (Remix),199095
https://open.spotify.com/track/3gR5KQnC8FYLoPG2LEfbGP,Amor de Mis Amores,La Sonora Dinamita -  Margarita,"Greatest Cumbia Classics Of Colombia, Vol. 1",246653
https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,Downtown,Anitta - J Balvin,Downtown,193456
https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,Reggaetón Lento (Bailemos),CNCO,Primera Cita,222560
https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,Fantasias,Rauw Alejandro - Farruko,Fantasias,199711
https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,Callaita,Bad Bunny - Tainy,Callaita,250533
https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA - Daddy Yankee - KAROL G - J Balvin - Ozuna,China,301714
https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,Se Preparó,Ozuna,Odisea,188080
https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),Black Eyed Peas - J Balvin,RITMO (Bad Boys For Life),221714
https://open.spotify.com/track/79Jhw5xn4gGn6PZak275gg,Traicionera,Sebastian Yatra,Traicionera,228466
https://open.spotify.com/track/4HNlRF6Nux7jU68kTpX7CP,Quiero Bailar,Ivy Queen,e5,183053
https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Bad Bunny - Drake,MIA (feat. Drake),210367
https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi - Daddy Yankee - Justin Bieber,Despacito Feat. Justin Bieber (Remix),228826
https://open.spotify.com/track/5u5MvmVtitax9R1Mxh3reC,Dile Que Tu Me Quieres,Ozuna,Odisea,226520
https://open.spotify.com/track/4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,J Balvin - Willy William,Mi Gente,189440
https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,Vente Pa' Ca,Ricky Martin - Maluma,Vente Pa' Ca,259195
https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull - Ne-Yo,Globalization,229360
https://open.spotify.com/track/42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,Jennifer Lopez,On The 6,239400
https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,Soltera - Remix,Lunay -Daddy Yankee - Bad Bunny,Soltera (Remix),266086
https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,Criminal,Natti Natasha - Ozuna,Criminal,232549
https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake - J Balvin, Tyga,Carte Blanche,185194
https://open.spotify.com/track/5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),Shakira - Alejandro Sanz,"Fijación Oral, Vol. 1",212893
https://open.spotify.com/track/6Q4foUefrAyCt8VxJFML56,Olha A Explosão,MC Kevinho,Olha A Explosão,162053
https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),192600
https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB,Felices los 4,Maluma,F.A.M.E.,230000
https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B -Bad Bunny - J Balvin,Invasion of Privacy,253390
https://open.spotify.com/track/5PXsZaT8cOxb4mXrA20PMQ,Baila Baila Baila,Ozuna,Nibiru,158760
